Player,Team,Pos,name,GSIS_ID,Birth_date,season
Calvin Johnson,DET,WR,C.Johnson,00-0025389,1985-09-29,2010
Brandon Lloyd,DEN,WR,B.Lloyd,00-0022097,1981-07-05,2010
Greg Jennings,GB,WR,G.Jennings,00-0024267,1983-09-21,2010
Dwayne Bowe,KC,WR,D.Bowe,00-0025410,1984-09-21,2010
Terrell Owens,CIN,WR,T.Owens,00-0012478,1973-12-07,2010
Percy Harvin,MIN,WR,P.Harvin,00-0026998,1988-05-28,2010
Jeremy Maclin,PHI,WR,J.Maclin,00-0026995,1988-05-11,2010
Miles Austin,DAL,WR,M.Austin,00-0023921,1984-06-30,2010
Pierre Garcon,IND,WR,P.Garcon,00-0026345,1986-08-08,2010
Chad Johnson,CIN,WR,C.Johnson,00-0020397,1978-01-09,2010
Lance Moore,NO,WR,L.Moore,00-0023310,1983-08-31,2010
Mike Thomas,JAC,WR,M.Thomas,00-0027076,1987-06-04,2010
Jabar Gaffney,DEN,WR,J.Gaffney,00-0021163,1980-12-01,2010
Mike Williams,SEA,WR,M.Williams,00-0023452,1984-01-04,2010
Mike Williams,TB,WR,M.Williams,00-0027702,1987-05-18,2010
Anquan Boldin,BAL,WR,A.Boldin,00-0022084,1980-10-03,2010
Derrick Mason,BAL,WR,D.Mason,00-0010500,1974-01-17,2010
Mario Manningham,NYG,WR,M.Manningham,00-0026235,1986-05-25,2010
Mike Wallace,PIT,WR,M.Wallace,00-0026901,1986-08-01,2010
Eddie Royal,DEN,WR,E.Royal,00-0026182,1986-05-21,2010
Hines Ward,PIT,WR,H.Ward,00-0017162,1976-03-08,2010
Austin Collie,IND,WR,A.Collie,00-0027092,1985-11-11,2010
Nate Burleson,DET,WR,N.Burleson,00-0021999,1981-08-19,2010
Michael Crabtree,SF,WR,M.Crabtree,00-0026986,1987-09-14,2010
Braylon Edwards,NYJ,WR,B.Edwards,00-0023438,1983-02-21,2010
Brandon Gibson,STL,WR,B.Gibson,00-0026937,1987-08-13,2010
Santonio Holmes,NYJ,WR,S.Holmes,00-0024240,1984-03-03,2010
Jordan Shipley,CIN,WR,J.Shipley,00-0027687,1985-12-23,2010
Jason Avant,PHI,WR,J.Avant,00-0024324,1983-04-20,2010
Donald Driver,GB,WR,D.Driver,00-0004541,1975-02-02,2010
Jacoby Jones,HOU,WR,J.Jones,00-0025460,1984-07-11,2010
Johnny Knox,CHI,WR,J.Knox,00-0026913,1986-11-03,2010
Kevin Walter,HOU,WR,K.Walter,00-0021931,1981-08-04,2010
James Jones,GB,WR,J.Jones,00-0025465,1984-03-31,2010
Deion Branch,NE,WR,D.Branch,00-0021192,1979-07-18,2010
Steve Smith,NYG,WR,S.Smith,00-0025438,1985-05-06,2010
Steve Breaston,ARI,WR,S.Breaston,00-0025529,1983-08-20,2010
DeSean Jackson,PHI,WR,D.Jackson,00-0026189,1986-12-01,2010
Earl Bennett,CHI,WR,E.Bennett,00-0026210,1987-03-23,2010
Steve Smith,CAR,WR,S.Smith,00-0020337,1979-05-12,2010
Dez Bryant,DAL,WR,D.Bryant,00-0027902,1988-11-04,2010
Jordy Nelson,GB,WR,J.Nelson,00-0026176,1985-05-31,2010
Anthony Armstrong,WAS,WR,A.Armstrong,00-0026465,1983-03-29,2010
Robert Meachem,NO,WR,R.Meachem,00-0025414,1984-09-28,2010
Josh Morgan,SF,WR,J.Morgan,00-0026314,1985-06-20,2010
Brian Hartline,MIA,WR,B.Hartline,00-0027077,1986-11-22,2010
Mike Sims-Walker,JAC,WR,M.Sims-Walker,00-0025466,1984-11-21,2010
Kenny Britt,TEN,WR,K.Britt,00-0027006,1988-09-19,2010
Nate Washington,TEN,WR,N.Washington,00-0023367,1983-08-28,2010
Jerricho Cotchery,NYJ,WR,J.Cotchery,00-0022811,1982-06-16,2010
Michael Jenkins,ATL,WR,M.Jenkins,00-0022781,1982-06-18,2010
Louis Murphy,OAK,WR,L.Murphy,00-0027089,1987-05-11,2010
Devin Hester,CHI,WR,D.Hester,00-0024272,1982-11-04,2010
Chansi Stuckey,CLE,WR,C.Stuckey,00-0025622,1983-10-04,2010
Brandon LaFell,CAR,WR,B.LaFell,00-0027681,1986-11-04,2010
Lee Evans,BUF,WR,L.Evans,00-0022910,1981-03-11,2010
Malcom Floyd,SD,WR,M.Floyd,00-0022414,1981-09-08,2010
David Gettis,CAR,WR,D.Gettis,00-0027795,1987-08-27,2010
Roy Williams,DAL,WR,R.Williams,00-0022909,1981-12-20,2010
Deon Butler,SEA,WR,D.Butler,00-0027063,1986-01-04,2010
Mohamed Massaquoi,CLE,WR,M.Massaquoi,00-0027026,1986-11-24,2010
Blair White,IND,WR,B.White,00-0027477,1987-02-20,2010
Devery Henderson,NO,WR,D.Henderson,00-0022929,1982-03-26,2010
Laurent Robinson,STL,WR,L.Robinson,00-0025462,1985-05-20,2010
Roscoe Parrish,BUF,WR,R.Parrish,00-0023490,1982-07-16,2010
David Nelson,BUF,WR,D.Nelson,00-0027322,1986-11-07,2010
Brandon Stokley,SEA,WR,B.Stokley,00-0015754,1976-06-23,2010
T.J. Houshmandzadeh,BAL,WR,T.Houshmandzadeh,00-0020438,1977-09-26,2010
Ben Obomanu,SEA,WR,B.Obomanu,00-0024463,1983-10-30,2010
Brian Robiskie,CLE,WR,B.Robiskie,00-0027012,1987-12-03,2010
Bernard Berrian,MIN,WR,B.Berrian,00-0022807,1980-12-27,2010
Patrick Crayton,SD,WR,P.Crayton,00-0022766,1979-04-07,2010
Emmanuel Sanders,PIT,WR,E.Sanders,00-0027685,1987-03-17,2010
Early Doucet,ARI,WR,E.Doucet,00-0026221,1985-10-28,2010
Darrius Heyward-Bey,OAK,WR,D.Heyward-Bey,00-0026983,1987-02-26,2010
Arrelious Benn,TB,WR,A.Benn,00-0027654,1988-09-08,2010
Andre Caldwell,CIN,WR,A.Caldwell,00-0026237,1985-04-15,2010
Jacoby Ford,OAK,WR,J.Ford,00-0027709,1987-07-27,2010
Derek Hagan,NYG,WR,D.Hagan,00-0024297,1984-09-21,2010
Andre Roberts,ARI,WR,A.Roberts,00-0027691,1988-01-09,2010
Sammie Stroughter,TB,WR,S.Stroughter,00-0026953,1986-01-03,2010
Brandon Tate,NE,WR,B.Tate,00-0027057,1987-10-05,2010
Mark Clayton,STL,WR,M.Clayton,00-0023457,1982-07-02,2010
Josh Cribbs,CLE,WR,J.Cribbs,00-0023176,1983-06-09,2010
Legedu Naanee,SD,WR,L.Naanee,00-0025559,1983-09-16,2010
Chris Chambers,KC,WR,C.Chambers,00-0020446,1978-08-12,2010
Harry Douglas,ATL,WR,H.Douglas,00-0026224,1984-09-16,2010
Antwaan Randle El,PIT,WR,A.El,00-0021190,1979-08-17,2010
Demaryius Thomas,DEN,WR,D.Thomas,00-0027874,1987-12-25,2010
Craig Davis,SD,WR,C.Davis,00-0025417,1985-10-02,2010
Dexter McCluster,KC,WR,D.McCluster,00-0027651,1988-08-25,2010
Golden Tate,SEA,WR,G.Tate,00-0027891,1988-08-02,2010
Danario Alexander,STL,WR,D.Alexander,00-0027912,1988-08-07,2010
Greg Camarillo,MIN,WR,G.Camarillo,00-0023408,1982-04-18,2010
Justin Gage,TEN,WR,J.Gage,00-0021982,1981-01-24,2010
Jerome Simpson,CIN,WR,J.Simpson,00-0026186,1986-02-04,2010
Brian Finneran,ATL,WR,B.Finneran,00-0005231,1976-01-31,2010
Terrance Copper,KC,WR,T.Copper,00-0022388,1982-03-12,2010
Bryant Johnson,DET,WR,B.Johnson,00-0022156,1981-03-07,2010
Donald Jones,BUF,WR,D.Jones,00-0027518,1987-12-17,2010
Greg Lewis,MIN,WR,G.Lewis,00-0021508,1980-02-12,2010
Sidney Rice,MIN,WR,S.Rice,00-0025431,1986-09-01,2010
Micheal Spurlock,TB,WR,M.Spurlock,00-0023968,1983-01-31,2010
Antonio Brown,PIT,WR,A.Brown,00-0027793,1988-07-10,2010
Damian Williams,TEN,WR,D.Williams,00-0027893,1988-05-26,2010
Sam Hurd,DAL,WR,S.Hurd,00-0023953,1985-04-24,2010
Vincent Jackson,SD,WR,V.Jackson,00-0023496,1983-01-14,2010
Seyi Ajirotutu,SD,WR,S.Ajirotutu,00-0027581,1987-06-12,2010
Kelley Washington,SD,WR,K.Washington,00-0022171,1979-08-21,2010
Joey Galloway,WAS,WR,J.Galloway,00-0005720,1971-11-20,2010
Ted Ginn,SF,WR,T.Ginn,00-0025396,1985-04-12,2010
Max Komar,ARI,WR,M.Komar,00-0027352,1987-04-30,2010
David Anderson,HOU,WR,D.Anderson,00-0024465,1983-07-28,2010
Chad Hall,PHI,WR,C.Hall,00-0027188,1986-05-23,2010
Jason Hill,JAC,WR,J.Hill,00-0025463,1985-02-20,2010
Devin Aromashodu,CHI,WR,D.Aromashodu,00-0024447,1984-05-23,2010
Johnnie Lee Higgins,OAK,WR,J.Higgins,00-0025486,1983-09-08,2010
Rashied Davis,CHI,WR,R.Davis,00-0023429,1979-07-24,2010
Naaman Roosevelt,BUF,WR,N.Roosevelt,00-0027220,1987-12-24,2010
Stephen Williams,ARI,WR,S.Williams,00-0027349,1986-06-29,2010
Dominique Zeigler,SF,WR,D.Zeigler,00-0024687,1984-10-11,2010
Tiquan Underwood,JAC,WR,T.Underwood,00-0027156,1987-02-17,2010
Roydell Williams,WAS,WR,R.Williams,00-0023570,1981-03-14,2010
Adrian Arrington,NO,WR,A.Arrington,00-0026377,1985-11-07,2010
Riley Cooper,PHI,WR,R.Cooper,00-0027758,1987-09-09,2010
Julian Edelman,NE,WR,J.Edelman,00-0027150,1986-05-22,2010
Ruvell Martin,SEA,WR,R.Martin,00-0022421,1982-08-10,2010
Maurice Stovall,TB,WR,M.Stovall,00-0024305,1985-02-21,2010
Dezmon Briscoe,TB,WR,D.Briscoe,00-0027789,1989-08-31,2010
David Clowney,CAR,WR,D.Clowney,00-0025544,1985-07-07,2010
Eric Decker,DEN,WR,E.Decker,00-0027690,1987-03-15,2010
Mardy Gilyard,STL,WR,M.Gilyard,00-0027700,1986-12-02,2010
Brandon James,IND,WR,B.James,00-0027470,1987-12-21,2010
Marlon Moore,MIA,WR,M.Moore,00-0027356,1987-09-03,2010
Randy Moss,TEN,WR,R.Moss,00-0011754,1977-02-13,2010
Kassim Osgood,JAC,WR,K.Osgood,00-0021570,1980-05-20,2010
Brett Swain,GB,WR,B.Swain,00-0026357,1985-06-21,2010
Verran Tucker,KC,WR,V.Tucker,00-0027429,1988-06-26,2010
Roberto Wallace,MIA,WR,R.Wallace,00-0027358,1986-05-10,2010
Eric Weems,ATL,WR,E.Weems,00-0024535,1985-07-04,2010
Ramses Barden,NYG,WR,R.Barden,00-0026902,1986-01-01,2010
Anthony Gonzalez,IND,WR,A.Gonzalez,00-0025419,1984-09-18,2010
Lavelle Hawkins,TEN,WR,L.Hawkins,00-0026266,1986-07-12,2010
Chaz Schilens,OAK,WR,C.Schilens,00-0026366,1985-11-07,2010
Preston Parker,TB,WR,P.Parker,00-0027450,1987-02-13,2010
Brad Smith,NYJ,WR,B.Smith,00-0024318,1983-12-12,2010
Terrence Austin,WAS,WR,T.Austin,00-0027813,1988-08-25,2010
Nick Miller,OAK,WR,N.Miller,00-0026536,1987-03-29,2010
Kevin Ogletree,DAL,WR,K.Ogletree,00-0026780,1987-08-05,2010
Taylor Price,NE,WR,T.Price,00-0027693,1987-10-08,2010
Derrick Williams,DET,WR,D.Williams,00-0027056,1986-07-06,2010
Brandon Banks,WAS,WR,B.Banks,00-0027618,1987-12-21,2010
Michael Clayton,NYG,WR,M.Clayton,00-0022725,1982-10-13,2010
Quan Cosby,CIN,WR,Q.Cosby,00-0026716,1982-12-23,2010
Dwayne Jarrett,CAR,WR,D.Jarrett,00-0025432,1986-09-11,2010
Donte' Stallworth,BAL,WR,D.Stallworth,00-0021147,1980-11-10,2010
Patrick Turner,NYJ,WR,P.Turner,00-0027059,1987-05-19,2010
Sam Aiken,CLE,WR,S.Aiken,00-0021915,1980-12-14,2010
Gary Banks,SD,WR,G.Banks,00-0026056,1981-11-04,2010
Hank Baskett,MIN,WR,H.Baskett,00-0024013,1982-09-04,2010
Duke Calhoun,NYG,WR,D.Calhoun,00-0027261,1987-09-01,2010
Richard Goodman,SD,WR,R.Goodman,00-0027585,1987-04-23,2010
Paul Hubbard,BUF,WR,P.Hubbard,00-0026331,1985-06-12,2010
Manuel Johnson,DAL,WR,M.Johnson,00-0027149,1986-10-14,2010
Ernest Wilford,JAC,WR,E.Wilford,00-0022901,1979-01-14,2010
Kyle Williams,SF,WR,K.Williams,00-0027608,1988-07-19,2010
Matt Willis,DEN,WR,M.Willis,00-0024756,1984-04-13,2010
Arnaz Battle,PIT,WR,A.Battle,00-0022064,1980-02-22,2010
Brian Clark,DET,WR,B.Clark,00-0023790,1983-12-26,2010
Dorin Dickerson,HOU,WR,D.Dickerson,00-0027819,1988-03-31,2010
Armanti Edwards,CAR,WR,A.Edwards,00-0027692,1988-03-08,2010
Jeremy Horne,KC,WR,J.Horne,00-0027308,1986-10-25,2010
Stefan Logan,DET,WR,S.Logan,00-0026491,1981-06-02,2010
Marc Mariani,TEN,WR,M.Mariani,00-0027816,1987-05-02,2010
John Matthews,JAC,WR,J.Matthews,00-0026665,1986-07-19,2010
Carlton Mitchell,CLE,WR,C.Mitchell,00-0027776,1988-04-06,2010
David Reed,BAL,WR,D.Reed,00-0027755,1987-03-22,2010
Matthew Slater,NE,WR,M.Slater,00-0026293,1985-09-09,2010
Demetrius Williams,CLE,WR,D.Williams,00-0024326,1983-03-28,2010
Jason Witten,DAL,TE,J.Witten,00-0022127,1982-05-06,2010
Chris Cooley,WAS,TE,C.Cooley,00-0022738,1982-07-11,2010
Brandon Pettigrew,DET,TE,B.Pettigrew,00-0026996,1985-02-23,2010
Tony Gonzalez,ATL,TE,T.Gonzalez,00-0006101,1976-02-27,2010
Benjamin Watson,CLE,TE,B.Watson,00-0022943,1980-12-18,2010
Jacob Tamme,IND,TE,J.Tamme,00-0026267,1985-03-15,2010
Kellen Winslow,TB,TE,K.Winslow,00-0022922,1983-07-21,2010
Zach Miller,OAK,TE,Z.Miller,00-0025425,1985-12-11,2010
Marcedes Lewis,JAC,TE,M.Lewis,00-0024243,1984-05-19,2010
Vernon Davis,SF,TE,V.Davis,00-0024221,1984-01-31,2010
Dustin Keller,NYJ,TE,D.Keller,00-0026170,1984-09-25,2010
Jermaine Gresham,CIN,TE,J.Gresham,00-0027873,1988-06-16,2010
Antonio Gates,SD,TE,A.Gates,00-0021547,1980-06-18,2010
Tony Moeaki,KC,TE,T.Moeaki,00-0027695,1987-06-08,2010
Visanthe Shiancoe,MIN,TE,V.Shiancoe,00-0022054,1980-06-18,2010
Aaron Hernandez,NE,TE,A.Hernandez,00-0027713,1989-11-06,2010
Tony Scheffler,DET,TE,T.Scheffler,00-0024276,1983-02-15,2010
Brent Celek,PHI,TE,B.Celek,00-0025549,1985-01-25,2010
Rob Gronkowski,NE,TE,R.Gronkowski,00-0027656,1989-05-14,2010
Heath Miller,PIT,TE,H.Miller,00-0023465,1982-10-22,2010
Daniel Fells,STL,TE,D.Fells,00-0023752,1983-09-23,2010
Greg Olsen,CHI,TE,G.Olsen,00-0025418,1985-03-11,2010
Jeremy Shockey,NO,TE,J.Shockey,00-0021148,1980-08-18,2010
Todd Heap,BAL,TE,T.Heap,00-0020516,1980-03-16,2010
Anthony Fasano,MIA,TE,A.Fasano,00-0024268,1984-04-20,2010
Owen Daniels,HOU,TE,O.Daniels,00-0024313,1982-11-09,2010
Dallas Clark,IND,TE,D.Clark,00-0022165,1979-06-12,2010
Joel Dreessen,HOU,TE,J.Dreessen,00-0023630,1982-07-26,2010
Bo Scaife,TEN,TE,B.Scaife,00-0023612,1981-01-06,2010
Kevin Boss,NYG,TE,K.Boss,00-0025540,1984-01-11,2010
Martellus Bennett,DAL,TE,M.Bennett,00-0026201,1987-03-10,2010
Dante Rosario,CAR,TE,D.Rosario,00-0025542,1984-10-25,2010
John Carlson,SEA,TE,J.Carlson,00-0026178,1984-05-12,2010
Jimmy Graham,NO,TE,J.Graham,00-0027696,1986-11-24,2010
David Thomas,NO,TE,D.Thomas,00-0024301,1983-07-05,2010
Jared Cook,TEN,TE,J.Cook,00-0027061,1987-04-07,2010
Delanie Walker,SF,TE,D.Walker,00-0024389,1984-08-12,2010
Fred Davis,WAS,TE,F.Davis,00-0026188,1986-01-15,2010
Jermichael Finley,GB,TE,J.Finley,00-0026231,1987-03-26,2010
Andrew Quarless,GB,TE,A.Quarless,00-0027753,1988-10-06,2010
Randy McMichael,SD,TE,R.McMichael,00-0021236,1979-06-28,2010
Zach Miller,JAC,TE,Z.Miller,00-0027125,1984-10-04,2010
Jeff King,CAR,TE,J.King,00-0024369,1983-02-19,2010
Daniel Graham,DEN,TE,D.Graham,00-0021154,1978-11-16,2010
Jimmy Kleinsasser,MIN,TE,J.Kleinsasser,00-0009323,1977-01-31,2010
Evan Moore,CLE,TE,E.Moore,00-0026123,1985-01-03,2010
Ben Patrick,ARI,TE,B.Patrick,00-0025602,1984-08-23,2010
Billy Bajema,STL,TE,B.Bajema,00-0023679,1982-10-31,2010
Travis Beckum,NYG,TE,T.Beckum,00-0027070,1987-01-24,2010
John Gilmore,TB,TE,J.Gilmore,00-0021304,1979-09-21,2010
Michael Hoomanawanui,STL,TE,M.Hoomanawanui,00-0027732,1988-07-04,2010
Brandon Myers,OAK,TE,B.Myers,00-0027135,1985-09-04,2010
Jonathan Stupar,BUF,TE,J.Stupar,00-0025864,1984-07-24,2010
Ed Dickson,BAL,TE,E.Dickson,00-0027675,1987-07-25,2010
Donald Lee,GB,TE,D.Lee,00-0021929,1980-08-31,2010
Craig Stevens,TEN,TE,C.Stevens,00-0026225,1984-09-01,2010
Reggie Kelly,CIN,TE,R.Kelly,00-0009119,1977-02-22,2010
Justin Peelle,ATL,TE,J.Peelle,00-0021227,1979-03-15,2010
Leonard Pope,KC,TE,L.Pope,00-0024287,1983-09-10,2010
Chris Baker,SEA,TE,C.Baker,00-0021213,1979-11-18,2010
Clay Harbor,PHI,TE,C.Harbor,00-0027725,1987-07-02,2010
Cameron Morrah,SEA,TE,C.Morrah,00-0026963,1987-03-18,2010
Bear Pascoe,NYG,TE,B.Pascoe,00-0026931,1986-02-23,2010
Matt Spaeth,PIT,TE,M.Spaeth,00-0025464,1983-11-24,2010
James Casey,HOU,TE,J.Casey,00-0027109,1984-09-22,2010
Dan Gronkowski,DEN,TE,D.Gronkowski,00-0027157,1985-01-21,2010
David Martin,BUF,TE,D.Martin,00-0020332,1979-03-13,2010
Stephen Spach,ARI,TE,S.Spach,00-0023108,1982-07-18,2010
Alge Crumpler,NE,TE,A.Crumpler,00-0020285,1977-12-23,2010
Kris Wilson,SD,TE,K.Wilson,00-0022714,1981-08-22,2010
Nate Byham,SF,TE,N.Byham,00-0027780,1988-06-27,2010
Brody Eldridge,IND,TE,B.Eldridge,00-0027761,1987-03-31,2010
Brandon Manumaleuna,CHI,TE,B.Manumaleuna,00-0020342,1980-01-04,2010
Michael Palmer,ATL,TE,M.Palmer,00-0027202,1988-01-18,2010
Ryan Purvis,TB,TE,R.Purvis,00-0026804,1986-05-08,2010
Robert Royal,CLE,TE,R.Royal,00-0021273,1979-05-15,2010
Tom Crabtree,GB,TE,T.Crabtree,00-0026878,1985-11-04,2010
Jeff Dugan,MIN,TE,J.Dugan,00-0022746,1981-04-08,2010
Will Heller,DET,TE,W.Heller,00-0021756,1981-02-28,2010
David Johnson,PIT,TE,D.Johnson,00-0026957,1987-08-26,2010
Kory Sperry,SD,TE,K.Sperry,00-0026757,1985-04-10,2010
Chase Coffman,CIN,TE,C.Coffman,00-0027069,1986-11-10,2010
Jim Dray,ARI,TE,J.Dray,00-0027825,1986-12-31,2010
Shawn Nelson,BUF,TE,S.Nelson,00-0027088,1985-10-05,2010
Jake O'Connell,KC,TE,J.O'Connell,00-0027154,1985-11-06,2010
Zach Potter,JAC,TE,Z.Potter,00-0026658,1986-05-04,2010
Gijon Robinson,IND,TE,G.Robinson,00-0024529,1984-10-12,2010
Jerramy Stevens,TB,TE,J.Stevens,00-0021159,1979-11-13,2010
Fendi Onobun,STL,TE,F.Onobun,00-0027769,1986-11-17,2010
Logan Paulsen,WAS,TE,L.Paulsen,00-0027215,1987-02-26,2010
Mickey Shuler,MIA,TE,M.Shuler,00-0027809,1986-10-09,2010
Scott Chandler,BUF,TE,S.Chandler,00-0025516,1985-07-23,2010
Desmond Clark,CHI,TE,D.Clark,00-0003035,1977-04-20,2010
Jeff Cumberland,NYJ,TE,J.Cumberland,00-0027321,1987-05-02,2010
Kellen Davis,CHI,TE,K.Davis,00-0026298,1985-10-11,2010
Ben Hartsock,NYJ,TE,B.Hartsock,00-0022847,1980-07-05,2010
Tory Humphrey,NO,TE,T.Humphrey,00-0023210,1983-01-20,2010
Dennis Pitta,BAL,TE,D.Pitta,00-0027714,1985-06-29,2010
Richard Quinn,DEN,TE,R.Quinn,00-0027040,1986-09-06,2010
Alex Smith,CLE,TE,A.Smith,00-0023506,1982-05-22,2010
Gary Barnidge,CAR,TE,G.Barnidge,00-0026281,1985-09-22,2010
Daniel Coats,DEN,TE,D.Coats,00-0024607,1984-04-16,2010
Darcy Johnson,STL,TE,D.Johnson,00-0023797,1983-02-11,2010
Jeron Mastrud,MIA,TE,J.Mastrud,00-0027445,1987-12-17,2010
Matthew Mulligan,NYJ,TE,M.Mulligan,00-0026008,1985-01-18,2010
Drew Brees,NO,QB,D.Brees,00-0020531,1979-01-15,2011
Tom Brady,NE,QB,T.Brady,00-0019596,1977-08-03,2011
Matthew Stafford,DET,QB,M.Stafford,00-0026498,1988-02-07,2011
Eli Manning,NYG,QB,E.Manning,00-0022803,1981-01-03,2011
Aaron Rodgers,GB,QB,A.Rodgers,00-0023459,1983-12-02,2011
Philip Rivers,SD,QB,P.Rivers,00-0022942,1981-12-08,2011
Tony Romo,DAL,QB,T.Romo,00-0021678,1980-04-21,2011
Matt Ryan,ATL,QB,M.Ryan,00-0026143,1985-05-17,2011
Ben Roethlisberger,PIT,QB,B.Roethlisberger,00-0022924,1982-03-02,2011
Cam Newton,CAR,QB,C.Newton,00-0027939,1989-05-11,2011
Ryan Fitzpatrick,BUF,QB,R.Fitzpatrick,00-0023682,1982-11-24,2011
Joe Flacco,BAL,QB,J.Flacco,00-0026158,1985-01-16,2011
Josh Freeman,TB,QB,J.Freeman,00-0026993,1988-01-13,2011
Matt Hasselbeck,TEN,QB,M.Hasselbeck,00-0007091,1975-09-25,2011
Mark Sanchez,NYJ,QB,M.Sanchez,00-0026898,1986-11-11,2011
Andy Dalton,CIN,QB,A.Dalton,00-0027973,1987-10-29,2011
Mike Vick,PHI,QB,M.Vick,00-0020245,1980-06-26,2011
Rex Grossman,WAS,QB,R.Grossman,00-0022121,1980-08-23,2011
Alex Smith,SF,QB,A.Smith,00-0023436,1984-05-07,2011
Tarvaris Jackson,SEA,QB,T.Jackson,00-0024279,1983-04-21,2011
Carson Palmer,OAK,QB,C.Palmer,00-0021429,1979-12-27,2011
Colt McCoy,CLE,QB,C.McCoy,00-0027688,1986-09-05,2011
Matt Moore,MIA,QB,M.Moore,00-0025708,1984-08-09,2011
Matt Schaub,HOU,QB,M.Schaub,00-0022787,1981-06-25,2011
Jay Cutler,CHI,QB,J.Cutler,00-0024226,1983-04-29,2011
Blaine Gabbert,JAC,QB,B.Gabbert,00-0027948,1989-10-15,2011
Sam Bradford,STL,QB,S.Bradford,00-0027854,1987-11-08,2011
Kevin Kolb,ARI,QB,K.Kolb,00-0025423,1984-08-24,2011
John Skelton,ARI,QB,J.Skelton,00-0027754,1988-03-17,2011
Christian Ponder,MIN,QB,C.Ponder,00-0027950,1988-02-25,2011
Tim Tebow,DEN,QB,T.Tebow,00-0027876,1987-08-14,2011
Matt Cassel,KC,QB,M.Cassel,00-0023662,1982-05-17,2011
Curtis Painter,IND,QB,C.Painter,00-0027134,1985-06-24,2011
Dan Orlovsky,IND,QB,D.Orlovsky,00-0023578,1983-08-18,2011
Jason Campbell,OAK,QB,J.Campbell,00-0023460,1981-12-31,2011
Donovan McNabb,MIN,QB,D.McNabb,00-0011022,1976-11-25,2011
T.J. Yates,HOU,QB,T.Yates,00-0028090,1987-05-28,2011
Chad Henne,MIA,QB,C.Henne,00-0026197,1985-07-02,2011
Vince Young,PHI,QB,V.Young,00-0024218,1983-05-18,2011
John Beck,WAS,QB,J.Beck,00-0025427,1981-08-21,2011
Tyler Palko,KC,QB,T.Palko,00-0024812,1983-08-09,2011
Kyle Orton,KC,QB,K.Orton,00-0023541,1982-11-14,2011
Caleb Hanie,CHI,QB,C.Hanie,00-0025970,1985-09-11,2011
Seneca Wallace,CLE,QB,S.Wallace,00-0022055,1980-08-06,2011
A.J. Feeley,STL,QB,A.Feeley,00-0020305,1977-05-16,2011
Kellen Clemens,STL,QB,K.Clemens,00-0024264,1983-06-06,2011
Jake Locker,TEN,QB,J.Locker,00-0027946,1988-06-15,2011
Matt Flynn,GB,QB,M.Flynn,00-0026349,1985-06-20,2011
Kerry Collins,IND,QB,K.Collins,00-0003292,1972-12-30,2011
Josh McCown,CHI,QB,J.McCown,00-0021206,1979-07-04,2011
Joe Webb,MIN,QB,J.Webb,00-0027796,1986-11-14,2011
Charlie Whitehurst,SEA,QB,C.Whitehurst,00-0024296,1982-08-06,2011
Luke McCown,JAC,QB,L.McCown,00-0022864,1981-07-12,2011
Josh Johnson,TB,QB,J.Johnson,00-0026300,1986-05-15,2011
Jake Delhomme,HOU,QB,J.Delhomme,00-0004161,1975-01-10,2011
Charlie Batch,PIT,QB,C.Batch,00-0000865,1974-12-05,2011
Chris Redman,ATL,QB,C.Redman,00-0019709,1977-07-07,2011
Stephen McGee,DAL,QB,S.McGee,00-0027071,1985-09-27,2011
Kyle Boller,OAK,QB,K.Boller,00-0022164,1981-06-17,2011
Bruce Gradkowski,CIN,QB,B.Gradkowski,00-0024408,1983-01-27,2011
Mike Kafka,PHI,QB,M.Kafka,00-0027722,1987-07-25,2011
Jon Kitna,DAL,QB,J.Kitna,00-0009311,1972-09-21,2011
Richard Bartel,ARI,QB,R.Bartel,00-0025749,1983-02-03,2011
J.P. Losman,MIA,QB,J.Losman,00-0022912,1981-03-12,2011
Matt Leinart,HOU,QB,M.Leinart,00-0024225,1983-05-11,2011
Colin Kaepernick,SF,QB,C.Kaepernick,00-0027974,1987-11-03,2011
Shaun Hill,DET,QB,S.Hill,00-0020679,1980-01-09,2011
Chase Daniel,NO,QB,C.Daniel,00-0026544,1986-10-07,2011
Mark Brunell,NYJ,QB,M.Brunell,00-0002110,1970-09-17,2011
Tyler Thigpen,BUF,QB,T.Thigpen,00-0025604,1984-04-14,2011
Brian Hoyer,NE,QB,B.Hoyer,00-0026625,1985-10-13,2011
Tyrod Taylor,BAL,QB,T.Taylor,00-0028118,1989-08-03,2011
Tom Brandstater,STL,QB,T.Brandstater,00-0027121,1984-10-21,2011
Maurice Jones-Drew,JAC,RB,M.Jones-Drew,00-0024275,1985-03-23,2011
Arian Foster,HOU,RB,A.Foster,00-0026796,1986-08-24,2011
Fred Jackson,BUF,RB,F.Jackson,00-0024204,1981-02-20,2011
Darren McFadden,OAK,RB,D.McFadden,00-0026144,1987-08-27,2011
LeSean McCoy,PHI,RB,L.McCoy,00-0027029,1988-07-12,2011
Ray Rice,BAL,RB,R.Rice,00-0026195,1987-01-22,2011
Michael Turner,ATL,RB,M.Turner,00-0022821,1982-02-13,2011
Matt Forte,CHI,RB,M.Forte,00-0026184,1985-12-10,2011
Adrian Peterson,MIN,RB,A.Peterson,00-0025394,1985-03-21,2011
Marshawn Lynch,SEA,RB,M.Lynch,00-0025399,1986-04-22,2011
