season,mfl_id,fantasypros_id,pos,player_name,fan_pts_mean,fan_pts_max,fan_pts_min,pass_att_mean,pass_cmp_mean,pass_yds_mean,pass_tds_mean,pass_int_mean,pass_att_max,pass_cmp_max,pass_yds_max,pass_tds_max,pass_int_max,pass_att_min,pass_cmp_min,pass_yds_min,pass_tds_min,pass_int_min,rush_att_mean,rush_yds_mean,rush_tds_mean,rush_att_max,rush_yds_max,rush_tds_max,rush_att_min,rush_yds_min,rush_tds_min,fmb_lost_mean,fmb_lost_max,fmb_lost_min,rec_mean,rec_yds_mean,rec_tds_mean,rec_max,rec_yds_max,rec_tds_max,rec_min,rec_yds_min,rec_tds_min,dst_sack_mean,dst_int_mean,dst_fr_mean,dst_ff_mean,dst_td_mean,dst_saf_mean,dst_pa_mean,dst_ydsagn_mean,dst_sack_max,dst_int_max,dst_fr_max,dst_ff_max,dst_td_max,dst_saf_max,dst_pa_max,dst_ydsagn_max,dst_sack_min,dst_int_min,dst_fr_min,dst_ff_min,dst_td_min,dst_saf_min,dst_pa_min,dst_ydsagn_min,fg_made_mean,fg_att_mean,xpt_made_mean,fg_made_max,fg_att_max,xpt_made_max,fg_made_min,fg_att_min,xpt_made_min
2012,7836,9001,qb,Aaron Rodgers,383.4,466,370.8,535.1,359.6,4773.5,41.5,8.6,606,388,5146,46.3,6,485,327,4512,37,11,57.3,276.6,3.5,68,379,4,41,216,2,2.4,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,5848,9603,qb,Tom Brady,346.2,453,321.4,577,385.8,4903.5,40.3,11.5,667,427,5300,43,6,452,311,4318,36,17,31.7,77.8,1.2,37,167,2,20,25,0,1.7,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,4925,9200,qb,Drew Brees,334.8,437,326.7,612.9,425.3,5038.6,40,15.5,663.5,468,5268,42,11,505,344,4690,36,18,19.2,42.9,0.7,23,90,2,13,10,0,2.2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,10273,9869,qb,Cam Newton,332.4,448,320.9,516.3,315.1,3994.1,22.9,15.5,562.2,331,4211,26,13,500,286,3599,19,18,91.8,630,9,120,840,12,50,400,7,2.6,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,9431,9451,qb,Matthew Stafford,319.5,430,321.5,591,379.3,4747.4,38.3,15.2,656,425,5012,43,12,511,322,4411,34,19,22.3,78.5,0.6,39,114,1,8,40,0,2.4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,9448,9398,rb,LeSean McCoy,308.5,338.6,285.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265.4,1256.5,12.2,282,1333,16,239,1140,11,1.1,0,3,53.6,402.3,3.1,65.6,487,4,38,285,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,9099,9444,qb,Matt Ryan,280.6,370,246,555.9,343.4,4295.6,31.6,13.3,588.8,367,4645,36,11,475,288,3803,28,14,33.2,87.3,0.9,39,102,2,25,78,0,2.4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,9925,9712,te,Jimmy Graham,274.3,343.6,250.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.4,0,1,90.6,1202,10.7,105,1377,13,80.4,1056,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,7393,9383,wr,Larry Fitzgerald,270.8,327.5,254.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.1,0,0.8,87.5,1312.4,8.7,93.8,1450,10,78,1140,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,7394,9509,qb,Philip Rivers,265.3,364,254.7,545.1,346.6,4476,29.6,15.7,591,376,4765,36,12,466,288,4144,26,22,24.7,38.6,0.4,30,50,1,18,29,0,3.6,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,9902,9721,te,Rob Gronkowski,260.5,317.6,241.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.1,0,0.7,75.6,1077.9,12.9,84,1247,14,66,904,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,10696,11173,qb,Robert Griffin,258.5,344,230,489.5,280.1,3511.3,20,16,560,318,3985,25,12,404,220,2793,16,18.2,105.8,509.8,4.6,175,664,6,79,367,3,4.4,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,7401,9039,qb,Ben Roethlisberger,249.9,342,218.2,498.7,308.1,4003.7,25.2,12.5,537.7,331,4175,30,6,404,243,3787,20.7,16,34.6,111.5,1.6,44,185,4,30,75,0,3.6,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,10271,9867,wr,Julio Jones,249.1,305.5,229.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.4,0,1,74.5,1186.3,9.5,82,1336,11,67,1052,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,10261,9857,wr,A.J. Green,243.3,290.3,233.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.3,0,1,77.3,1167.1,8.3,85,1258,10,67,1032,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,9064,9300,qb,Joe Flacco,235,320,208,518.7,315.1,3900.5,24.3,12.4,559,329.3,4153,31,11,466,288,3621,21,16,33.5,85.4,1,40,148,2,26,49,0,3.9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,7480,NA,qb,Matt Schaub,234.8,337,215,478.3,296.2,3787.5,25.3,11.1,540,344,4150,31,8,408,250,3319,21,15,20.3,27.5,0.9,27,37,2,14,15,0,2.1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,8062,9545,qb,Ryan Fitzpatrick,226.2,307,182,520.8,318.8,3691.8,24.9,18.6,555,350,3877,31,14,388,244,3299,21,22,41.5,196.8,0.6,52,265,2,24,128,0,3.5,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,7813,9012,qb,Alex Smith,226.1,306,206,487,293,3508.5,21.7,9.9,544,328,3962,27,5,401,250,3000,16,18,38.3,154.8,1.5,49,229,3,22,102,0,2.9,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,10313,9907,qb,Andy Dalton,225.3,317,202,504.2,303.7,3649.5,23.6,14.1,547.2,325,4049,29,10,426,264,3427,17,20,30.5,134.5,0.8,43,211,2,20,41,0,2.6,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,8658,9006,rb,Adrian Peterson,212.8,244.8,177.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238.7,1095.6,9.3,248,1213,14,225,996,8,1.5,0,4,24.8,203.7,0.9,34,312,2,17,150,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,6997,9275,te,Jason Witten,200,264.2,169.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.1,0,0.8,78.2,918.8,5,90.6,1021,6.6,63,804,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,10703,11180,qb,Russell Wilson,195.1,300,44.3,442.5,262.5,2896.7,17.3,12.8,504,309,3655,23,2,289,169,576,3,19,62.7,284.3,2.4,103,494,5,40,30,0,3.6,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,9075,9186,wr,DeSean Jackson,191,223.9,184.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.7,0,2,58.9,992.7,5.7,68,1078,7,50,793,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,7877,9218,rb,Frank Gore,186.2,200.7,161.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,1032.4,6.9,265,1148,8,198,873,6,1.7,1,3,23.7,174.7,0.6,33,286,1.1,12,90.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,10262,9858,qb,Blaine Gabbert,171.9,243,137.4,442.2,254.4,3003.2,17.3,14.1,490,289,3606,22,10,357,189,2039,12.7,18,41.4,145.3,0.9,68,226,2,22,100,0,4.6,1,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,9308,9146,wr,Danny Amendola,162.3,209.4,138.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.8,0,2,69.4,731.1,3.6,83,961,6,55,600,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,8687,9238,te,Greg Olsen,153.8,209.2,137.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.3,0,1,55.2,659.7,5.5,66,799,6,44,526,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,10697,11174,qb,Ryan Tannehill,153.2,244,105,414.9,227.9,2700.4,14.8,13.8,506,283,3544,20,8,270,125,1743,10,21,35.6,145.3,1.1,77,393,2,20,27,0,3.8,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,9474,9265,te,Jared Cook,146.4,182.4,111.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.3,0,1,51.4,670.9,4.7,69,866,6,39,513,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,10276,9872,rb,Mark Ingram II,139,179.5,102.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.4,725.2,7,196.6,831,8,119,497,6,1.1,0,2,15.5,96.8,0.3,22,158,1,8,41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,NA,NA,dst,San Francisco 49ers,135.1,241,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.7,19.6,13,17.3,4.4,0.5,253.6,4571.8,50.4,24,16.5,19,6,1,326.1,3489,38,16,10,15,1.5,0,166,4961.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,NA,NA,wr,Austin Collie,134.8,222.5,110.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.9,0,2,55.5,621.1,3.2,72,929,4,40,487.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,8742,9433,k,Mason Crosby,130.4,158.1,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2,30.5,54.9,28.7,35.3,65,21.5,24.5,36
2012,10312,9906,te,Kyle Rudolph,129.2,196.9,114.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.8,0,1,48.9,554.6,4.4,58,669,6,40,450,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,10506,10970,k,Dan Bailey,126.9,146.1,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.4,33.6,41.8,31,36,50,24,30.5,33
2012,NA,NA,dst,Detroit Lions,125.9,261,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.4,16.9,12.5,17.3,4,0.8,367.5,5390.1,54.1,21,16.2,20,7,1,425.3,3924,23,12,9,13,2.1,0,218,5882,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,NA,NA,dst,Green Bay Packers,125.5,253,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.4,21.8,9.3,13.7,4.7,0.4,324.4,5345.2,44.2,31,14.7,17,7,1,386.1,3165,28,12,5,9,1.7,0,201,6400,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,NA,NA,dst,Philadelphia Eagles,123.6,242,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.7,17.6,10.3,17,4,0.5,322.6,4803.3,52.8,20,16.2,19,5,1,380.7,3358,24,15,8,15,2,0,222,5486.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,NA,NA,dst,Chicago Bears,123.4,262,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.8,17.2,11.7,17,5.2,0.3,317.2,4970.2,41,22,14,19,9,1,350,3477,23,13,9,14,1.4,0,220,5600,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,NA,NA,dst,New York Giants,123.1,229,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.6,17.1,11.6,17.7,3,0.6,346.3,5265.6,56.6,22,16.6,18,4,1,400,3384,37,12,9,17,1,0,222,6033.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,NA,NA,dst,New England Patriots,120.2,242,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,19.3,10.6,13.3,3.8,0,317.2,5396.6,50.3,23,16.3,16,5,0,356,3662,22,14,8,10,1.7,0,199,6600,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,8930,9443,k,Matt Prater,118.1,142,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.8,31.5,40.7,29,33,50.2,22,28,24
2012,8269,9413,te,Marcedes Lewis,117.7,161.2,105.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.8,0,1,44.2,523.1,3.8,52,622,5,35,397,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,10308,9902,wr,Randall Cobb,117.6,151.3,99.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1.2,0,3.2,39.3,574.9,3.9,47,774,6,31.4,434,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,8153,9534,k,Robbie Gould,117.5,135.5,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.3,31.8,38.5,28.8,34.5,44,23,31,27
2012,NA,NA,dst,New York Jets,117.3,234,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3,17.2,12.4,17,3.7,0.4,328.4,4530.5,51.2,20,15.4,21,5,1,377,2900,24,10,8,11,2,0,233,5077,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,NA,NA,dst,Baltimore Ravens,116.5,248,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8,16.1,10.9,14.7,3.7,0.8,282.1,4392.5,48,20,14.5,15,5,2,355,3303,28,13,9,14,1.4,0,177,4859,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,10722,11199,wr,Alshon Jeffery,114.8,136.7,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.6,0,1,39.7,527.4,3.9,55,767,7,24.5,321,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,NA,NA,dst,Dallas Cowboys,114.1,217,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.6,16.1,10.1,13.3,3,0.6,329.4,4974.2,47.6,18,15.9,16,4,1,401.5,3564,36,14,7,10,1,0,229,5504,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,10976,11465,k,Justin Tucker,113.4,133.9,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.1,31.6,38,28.3,35,45,21,26.5,25
2012,NA,NA,dst,Seattle Seahawks,113.1,238,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,16.5,10.6,14.7,4,0.8,319.5,5109,44.8,23,16.2,20,5,1,373.1,3866,22,8,7,10,2.3,0,216,5579.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,9918,9707,wr,Emmanuel Sanders,112.5,147.9,85.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.4,0,1.2,38.9,532.5,3.5,53,759,6,26,355,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,NA,NA,dst,Buffalo Bills,111.6,246,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.6,17.4,10,15.3,3.9,0.3,361.8,5240.9,48.1,20,15.5,20,7,2,450,3745,20,14,5,9,2.8,0,210,5950.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,NA,NA,dst,Atlanta Falcons,109.2,224,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.6,17.7,10.3,15.7,3,0.8,332.9,4914.9,35,20,16.7,19,4,2,410.8,3633,31,14,8,11,1.6,0,224,5450,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,9686,9549,k,Ryan Succop,108.9,130.3,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8,29.6,34.5,28.4,34,42,20,28,24
2012,NA,NA,dst,Houston Texans,108.7,227,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.6,15.8,10.2,14.7,2.7,0.5,298,4576.5,56.1,19,15.6,18,4,1,343.2,3743,27,14,6,8,1.4,0,223,5100,NA,NA,NA,NA,NA,NA,NA,NA,NA
