season,mfl_id,fantasypros_id,pos,player_name,fan_pts_mean,fan_pts_max,fan_pts_min,pass_att_mean,pass_cmp_mean,pass_yds_mean,pass_tds_mean,pass_int_mean,pass_att_max,pass_cmp_max,pass_yds_max,pass_tds_max,pass_int_max,pass_att_min,pass_cmp_min,pass_yds_min,pass_tds_min,pass_int_min,rush_att_mean,rush_yds_mean,rush_tds_mean,rush_att_max,rush_yds_max,rush_tds_max,rush_att_min,rush_yds_min,rush_tds_min,fmb_lost_mean,fmb_lost_max,fmb_lost_min,rec_mean,rec_yds_mean,rec_tds_mean,rec_max,rec_yds_max,rec_tds_max,rec_min,rec_yds_min,rec_tds_min,dst_sack_mean,dst_int_mean,dst_fr_mean,dst_ff_mean,dst_td_mean,dst_saf_mean,dst_pa_mean,dst_ydsagn_mean,dst_sack_max,dst_int_max,dst_fr_max,dst_ff_max,dst_td_max,dst_saf_max,dst_pa_max,dst_ydsagn_max,dst_sack_min,dst_int_min,dst_fr_min,dst_ff_min,dst_td_min,dst_saf_min,dst_pa_min,dst_ydsagn_min,fg_made_mean,fg_att_mean,xpt_made_mean,fg_made_max,fg_att_max,xpt_made_max,fg_made_min,fg_att_min,xpt_made_min
2018,NA,NA,dst,Los Angeles Chargers,115.7,136,103.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.2,15.8,10.8,15.5,3.4,0.5,322.7,5350.7,46,18.5,14,19,5,1,349,5232,36.4,12.5,7.8,12,2,0,284,5479.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,NA,NA,dst,Minnesota Vikings,114.6,149.9,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.7,15.8,9.8,13.1,3.3,0.9,306.2,4905.2,45.5,18.9,12,15,5,1,333.6,4706,38.5,13.3,7.2,11.1,2.2,0.6,286.5,5142.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,13382,16730,te,Ricky Seals-Jones,114.3,136.3,104.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.3,0.1,0.5,38.1,518.1,4.2,42.2,721.4,5.2,34.3,402.3,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,11257,11699,te,Vance McDonald,113.8,121.5,101.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.3,0.2,0.4,41.9,508.1,3.6,51,607,4.5,32.4,397,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,NA,NA,dst,Denver Broncos,112.4,144.4,101.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2,15,10.5,13.7,3.5,0.6,345.3,4792.3,42,18,12.2,15,5,1,376,4267,36.8,12.1,8,12.4,2.3,0,312.2,5293.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,13630,17253,wr,Courtland Sutton,112.3,140.3,88.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,3,0,2,15,0,0,0,0,0.5,0.2,0.8,43,521.8,3,54,724,3.9,34,327.9,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,13639,17255,wr,Anthony Miller,112.1,130.6,85.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,2.8,0,2,12,0.1,0,0,0,0.4,0.2,0.6,43.4,518,2.9,51.4,656.4,3.6,34,299,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,12677,15581,te,Austin Hooper,111.8,118.9,101.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.2,0.1,0.3,43.9,473.6,3.5,45,505,4.3,42,425.2,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,13633,17268,wr,Christian Kirk,111.6,125,88.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,3.4,0,2,12,0,0,0,0,0.3,0,0.6,44.2,514.9,2.7,50,628,3.3,32,312.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,NA,NA,dst,Carolina Panthers,110.6,129,96.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.6,13.3,11.6,18.7,2.9,0.6,345.6,5408.1,49,15,16,22,4,1,356,5264,36.8,12,9,15.4,1.8,0,332.8,5627.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,12860,15756,k,Ka'imi Fairbairn,110.6,132,106.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,30.7,35.5,26.8,33.5,40.6,22.6,28.4,31.3
2018,13646,17259,wr,Michael Gallup,109.8,137.1,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,4.6,0,2,18,0.1,0,0,0,0.4,0.2,0.6,41.4,492.9,3.2,51,663,4.5,33,259.4,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,NA,NA,dst,Houston Texans,109.2,125.4,101.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.9,14.3,10.1,14.3,3.1,0.5,359.2,5450.7,44.4,16,12,16,4.1,1,365,5073,36.5,11.6,8.2,12.6,1.8,0,350,5669.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,11387,11818,k,Dustin Hopkins,108.8,127,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.3,30.3,35.8,27.1,33.3,39.9,19,24,33.9
2018,11947,13274,k,Brandon McManus,107.6,124,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.1,31.8,32.3,26.9,34.7,35.2,22,28,26.1
2018,13154,16377,wr,Mike Williams,107.4,123.2,71.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.6,0,0,3,0,0,0,0,0.2,0,0.3,39.9,468,3.5,46.8,549.2,5,34,235.2,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,NA,NA,dst,Pittsburgh Steelers,107.2,132,93.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.2,14.2,9.9,13.3,2.9,0.2,346.7,5420.3,50,15.1,12,16,5,0.6,370.3,5136,34.8,10.5,6.9,10.6,1.6,0,313,5920.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,13188,16380,te,O.J. Howard,107,118.2,101.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1.2,0,3.3,37.6,484.9,3.9,41.6,530,4.6,34,436.5,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,NA,NA,dst,Chicago Bears,106.7,129,95.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.4,12.3,11,16.5,2.8,0.5,351.9,5356.3,53,16.1,16,22,3.6,1,377,5286,38.3,9,7.1,11,1.9,0,338.1,5488.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,12665,15853,wr,Geronimo Allison,106.3,133.6,96.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.8,0.1,2,39.8,490.7,3.2,62,728,4,31.4,401.1,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,NA,NA,dst,New England Patriots,106.2,115.4,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,14.7,9.4,11,2.8,0.6,324.5,5847,43.1,16.5,11.2,13,4,1,385.1,5563,34.5,13,5.8,8.9,1.8,0,281,6083.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,NA,NA,dst,Arizona Cardinals,106.1,133.9,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.3,14,10.6,17.4,3.1,0.5,356.6,5045.6,40,17.6,12,17.8,4,1,402,4781,35,9.5,9,17,2,0,330.3,5386.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,NA,NA,dst,New Orleans Saints,105.3,121,84.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.9,16.1,9.6,13.4,3.1,0.2,363.2,5711,39,18,11,15,5,0.6,382.5,5478,33,14.8,7.7,11.8,1.9,0,344,6035.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,13136,16446,rb,Corey Clement,105.2,130.7,94.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.3,338.4,3.2,97,415,4.8,63.3,219.6,1.8,0.7,0,1.5,22.6,227.7,1.4,26,294.6,2.5,17,153,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,NA,NA,dst,Detroit Lions,104.9,115,93.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.9,14.6,10.3,14.9,3.1,0.8,371.1,5620.6,39.2,16.6,13,18,5,2,382,5156,32.5,13,7.7,11.8,1.7,0,340,5868.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,13404,16483,rb,Austin Ekeler,104.9,134.8,90.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.7,325.6,2.1,115,399,3,61.3,252.2,1.6,2.1,0.6,5,29.9,249.1,1.5,36,296,2.9,25.6,187.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,11890,12338,wr,Albert Wilson,104.5,117.7,88.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,11.2,0.1,3.7,22.7,0.2,0,0,0,0.2,0,0.3,41.2,470.8,2.5,51,567,3,31,356,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,NA,NA,dst,Seattle Seahawks,104.3,131.9,77.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.4,14.2,10.4,15.1,2.8,0.5,341.4,5242.7,40.6,16.5,14,19,4,1,374,5136,34,11,7.2,11.1,1.5,0,316.6,5307.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,13631,17254,wr,James Washington,104.2,136.4,87.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,3.4,0,2,14,0.1,0,0,0,0.4,0.1,0.5,34.2,504.4,3.3,39.7,738.6,4.6,28,380,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,NA,NA,dst,Green Bay Packers,103.8,124,86.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,12.6,10.2,15,2.7,0.5,370.1,5613.2,48,15.4,14,20,4,1,406.3,5212,33.9,11.1,6.5,10,1.7,0,335,5814.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,NA,NA,dst,Tennessee Titans,103.5,128,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1,13.8,10,14.1,2.8,0.6,341.3,5257.4,41.2,16,13,17,5,1,376.5,4788,35,12,7.3,11.2,1.7,0,306,5561.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,NA,NA,dst,Washington Football Team,103.3,125.3,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8,15,9,13.7,2.9,0.2,370.7,5630.8,41,18.2,11,15,5,0.6,381,5295,36,13,7,12.3,1,0,347.6,5843.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,13606,17243,rb,Ronald Jones II,103.1,121.1,92.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.3,497.4,2.9,153.9,646.5,3.6,112,366.1,2.5,1.1,0.3,2,19.4,152.5,0.5,22.7,184.9,0.8,14,105,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,10973,11459,wr,Cole Beasley,103,113.6,94.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.8,0,0.3,2,0,0,0,0,0.2,0,0.3,43.4,439.9,2.7,52.1,545.6,4.2,34.9,389,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,10862,11339,k,Randy Bullock,102.5,122,85.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,26.7,33.4,25.2,30,36,19.1,21.3,28.3
2018,NA,NA,dst,Atlanta Falcons,102.4,115,82.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,12.9,11.4,18.4,3.1,0.2,349.3,5572.7,36,16.2,16,22,4,0.6,380.6,5346,33.9,11,9.6,14.7,1.9,0,329,5954.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,13672,17272,te,Mike Gesicki,102.3,116.6,72.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.3,0.2,0.5,43.7,410.1,3.1,50,495.1,4.1,38,210.1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7877,9218,rb,Frank Gore,102.3,123.7,89.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.7,434.4,2.3,149,565,4,98,390,1.4,0.8,0.5,1.3,25,174.6,0.7,30,255.6,1.6,19,98.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,13718,17420,k,Daniel Carlson,101.5,133,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1,27.1,32.3,29.9,35.8,43.6,1.8,2.1,2.6
2018,13832,17533,k,Jason Sanders,101.4,117,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,27.3,32.4,26.2,29.9,35.6,19,23,29.9
2018,NA,NA,dst,Kansas City Chiefs,101.2,118,80.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.6,14.2,11.2,16.7,2.9,0.5,367.7,5971,34.4,16,15,21,5,1,381,5918.4,26,11.7,8,12.3,1.5,0,350.8,6044,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,NA,NA,dst,Dallas Cowboys,101.1,121,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.3,12.6,11.8,19,2.6,0.2,343.9,5473.7,39,15.8,17,23,4,0.6,380.1,5146,31.1,9,9.8,15,1.7,0,311,5945.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,10737,11214,wr,Travis Benjamin,101,116.7,82.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,45,0.1,12.4,82.9,0.2,0,0,0,0.6,0,1.3,31.1,491.4,2.8,38,582,3.2,27,390.9,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,NA,NA,dst,Tampa Bay Buccaneers,100.1,107,83.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.8,14.1,11.5,18.9,3,0.5,390,6076.8,33,15.1,16,23,4,1,419.4,5910.4,25,13,9.6,14.8,1.6,0,365,6285.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,13167,16426,wr,Taywan Taylor,99.6,120.3,60.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,25.6,0.1,8.2,51.2,0.2,0,0,0,0.2,0,0.3,38,446.9,2.4,47,600,3.2,27,152.8,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,13347,16548,k,Zane Gonzalez,98.4,116.2,92.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1,27.7,32,25.8,30.9,34.3,20,26,29.1
2018,NA,NA,dst,Buffalo Bills,98.3,116.4,85.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.8,15.9,8.6,12.7,2.7,0.2,362.7,5545.2,37.2,18.5,10.4,14,3.6,0.5,388,5019,30,14,7,11.3,1.9,0,329,5816,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,11390,11821,rb,Latavius Murray,98.1,112,90.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.1,462.2,3.7,139,555,5,105.6,420.1,2.8,0.8,0.2,1.3,17.3,118.5,0.3,22.4,171.8,0.5,9,62,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,12153,13941,rb,T.J. Yeldon,96.7,123.6,86.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.7,306.5,1.9,74,345,3,61,276.4,1.3,0.9,0.5,1.4,27.7,238.8,0.8,31,376.4,1.2,25,189,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,NA,NA,dst,Miami Dolphins,96.5,108.9,85.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.9,12.8,9.3,14.4,2.7,0.5,373.8,5557.7,40.8,15.5,11,16,4,1,391,5035,31,11,7,12.7,2,0,347,5842.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,NA,NA,dst,Cincinnati Bengals,95.6,122.1,77.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.5,14.4,8.7,9.5,2.2,0.2,350.2,5592.9,37,16.2,14.5,10,3.8,0.6,379,5219,31.2,13,5.8,8.9,1,0,320,5894.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,12934,16038,wr,Chester Rogers,94.9,117.6,83.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8.5,0,3.8,23.3,0.1,0,0,0,0.2,0,0.3,35.4,453.1,2.3,48,663,2.9,31,348.2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,13622,17297,rb,Nyheim Hines,93,111.5,81.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.3,283.3,1.7,86,352.6,2.8,57.9,230.3,1,0.7,0,1.3,27.5,214.9,1.1,33,270,1.5,19,135,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,NA,NA,dst,New York Giants,92.8,103.7,79.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.9,13.9,9.7,14.4,2.3,0.5,379.1,5911.1,33.2,15.9,12,16,2.7,1,400,5711.8,26.6,11,7,12.7,1.7,0,362.2,6126.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,12471,13840,wr,Seth Roberts,92.6,115.7,84.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.6,0,1.2,39.1,415.8,2.2,60,616,2.9,27.9,318.2,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
